word,pos,meaning_zh,confidence,source,example_szy,example_zh
palekalen,,[例] 該叫小孩子起床了，不要一直賴床！,★★★,ilrdf_xml,palekalen tu kiya wawa aebi' sa a mihica!,該叫小孩子起床了，不要一直賴床！
palespesan,,[例] 今天下濛濛細雨。,★★★,ilrdf_xml,palespesan ku demiad ayza.,今天下濛濛細雨。
palidung,,[例] 將在曬的花生遮蔽起來。,★★★,ilrdf_xml,palidung han tu ku nipawalian a kalitang.,將在曬的花生遮蔽起來。
palihab,,[例] Nunuz說他的事。,★★★,ilrdf_xml,palihab tu kawaw niza ci Nunuz.,Nunuz說他的事。
palikatay,,[例] Bunga是火神祭典時的點火者。,★★★,ilrdf_xml,palikatay ci Bunga pipalamalan.,Bunga是火神祭典時的點火者。
palilid1,,[例] 上級已同意我們部落的事工。,★★★,ilrdf_xml,palilid ku i pabaway tu kakawaw nu niyazu' niyam.,上級已同意我們部落的事工。
palilid2,,[例] Bunuk到Benel家去幫忙抬稻穀。,★★★,ilrdf_xml,palilid ci Bunuk ci Benelan mihuwad tu pawti.,Bunuk到Benel家去幫忙抬稻穀。
paliliday,,[例] 贊成的人舉手。,★★★,ilrdf_xml,paliliday tina kakawaw sa palimai.,贊成的人舉手。
paliliden1,,[例] 要同意大家的意見！,★★★,ilrdf_xml,paliliden ku nu katuuday a kakawaw!,要同意大家的意見！
paliliden2,,[例] 去幫Benel搬西瓜！,★★★,ilrdf_xml,paliliden ci Benel a mihuwad tu ciyak!,去幫Benel搬西瓜！
paliling,,[例] 作屋牆。,★★★,ilrdf_xml,paliling tu luma'.,作屋牆。
paliluc,,[例] Bunuk讓他的嬰兒接受洗禮。,★★★,ilrdf_xml,paliluc ci Bunuk tu lutungay niza.,Bunuk讓他的嬰兒接受洗禮。
palilucan1,,[例] Panay在幫生病的媽媽洗澡。,★★★,ilrdf_xml,palilucan ni Panay ku imelangay a ina.,Panay在幫生病的媽媽洗澡。
palilucan2,,[例] 我已在中興部落教會受洗過。,★★★,ilrdf_xml,ni palilucan tu kaku i Cihabayan a kiwkay.,我已在中興部落教會受洗過。
palima1,,[例] 不要隨便出手打人。,★★★,ilrdf_xml,amana paceba sa palima mitiik tu tau.,不要隨便出手打人。
palimaay,,[例] 會出手打老婆的先生不好。,★★★,ilrdf_xml,la'cus ku palimaay tu acawa a tatama.,會出手打老婆的先生不好。
palisinan,,[例] 祭屋。,★★★,ilrdf_xml,luma' nu palisinan.,祭屋。
palisinuway,,[例] 要下雨了趕快把晒的衣服收下來。,★★★,ilrdf_xml,a maudad tu kalamkamen palisinuway tu ni pawalian a zikuc.,要下雨了趕快把晒的衣服收下來。
palisusu',,[例] 去拿水桶接雨水！,★★★,ilrdf_xml,alaen kuya bakici palisusu' tu udad!,去拿水桶接雨水！
palita,,[例] 去詢問Kulang。,★★★,ilrdf_xml,palita han ci Kulang.,去詢問Kulang。
paliw,,[例] 我的夥伴是Bunga,★★★,ilrdf_xml,u paliw nu maku ci Bunga,我的夥伴是Bunga
paliwen,,[例] 先在我這裡幫忙割稻！,★★★,ilrdf_xml,paliwen henay kaku a milangec!,先在我這裡幫忙割稻！
paliyun,,[例] 我要換衣服的時候不要打開門。,★★★,ilrdf_xml,paliyun kaku tu zikuc amana pibuhat tu panan.,我要換衣服的時候不要打開門。
paliyunen,,[例] 要把褲檔破掉的褲子換下來！,★★★,ilrdf_xml,paliyunen kiya malebatay nu tauduan a calaped!,要把褲檔破掉的褲子換下來！
palu,,,★☆☆,corpus_highfreq,",tayza i payu’payu’ nu ba’tu a kutisa culilen sisa sakucuhan kay palu nu ni sangaan a bakiya,caay tu ka akuti’ay a ba’tu , sakucuhan sapi’ sa muculil , a nu tiza I payu’ nu nanum mi kilim tu satipi atu lalacan u mikalang mibuting tu cana:cacan a kakanan , caay ka talah ku satipa’ nu kukuk , I bayu’ mi salama i bayu’ sa banihiwsaan.",
paluday,,[例] 去把廚房裡的貓趕走！,★★★,ilrdf_xml,pibahbahi tu nani' i paluday!,去把廚房裡的貓趕走！
paluma,V,種植、耕種,★★★,vocab_core,"1822 a mihca 7 a bulad 20 a demiad, ci Mung-te-al lecuh IiAw-ti-li-ti-kow Si-li-su-ya “ayza tuntu nu Cye-ke” Hay-ing-ce-taw-bu a niyazu’ay pakutucay anu malukay a luma’, wama atu wina hatu mutesekay nu palumaay “baki u palumaay a kuli”. Mung-te-al wawa henay hawsa malilid nu migingkiway paluma atu migingkiway tu kalu a tineng, sakay mulangaway mulangaw atu mamutelak aku balu tada manamuh.",
palumaan,,[例] Benel的地被Taymu種花生。,★★★,ilrdf_xml,palumaan ni Taymu ku umah ni Benel tu kalitang.,Benel的地被Taymu種花生。
palumaen,,[例] 田裡種玉米用來供作雞的飼料！,★★★,ilrdf_xml,palumaen tu kubkub ku umah kapah malu kakanen nu tulakuk!,田裡種玉米用來供作雞的飼料！
palumeni'en,,[例] 把白色的布染成黑色的。,★★★,ilrdf_xml,palumeni'en ku salengacay a dawa.,把白色的布染成黑色的。
palutatenga,,,★☆☆,corpus_highfreq,"""kukay tu udip"", yu aniwyu kaku sa mayalul kaku cacay mududu tu dadan. ahican naca tataytay muculil. idaw ku kamu, saycan pisakamu tu katuuday, nu ayawan nu kawaw, anu hicahica sa kisu caay palutatenga ku taw, anu mamin tu kukawaw pahelak han itida, saycan mutuwa ku laway amuawaw tisuwan apapelu.",
pan,,,★☆☆,corpus_highfreq,"Keha-wucu itini i Puli ngangan han u "" Mei-se-secun-hun” tawyaay a tademaw miduduc tu nadipaan nu babalaki a kawawan. Dipun a zitayan u Yi-yun-cen namin, masasuada tu biyaway a Tay-ya-cu masasudemec. sisa itini i Puli matenes kina kamuan tu “ Secun u tada Hun sa”. nina binacadan pisiwgacuan pangangan han tu “ Huana pisiwgcuan” atu “singanganan tu Pan a nipisiwgacu han” kaliwmaah nu kuyumi tu sabaw cacay a bulad sabaw lima nu demiadan sikawaw. misanga tu dayday a kakanen “ Alakuy”, sikawaw tu “ C",
pana',,[例] 我爺爺以前用箭打獵。,★★★,ilrdf_xml,u pana' ku sapiadup nu babalaki i tawya.,我爺爺以前用箭打獵。
panan,N,門,★★★,vocab_core,"1378 a mihcaan Li-taw-wan nu situngusay Kay-la pabeli tu tiniay a tuse ci Ma-ke-te-paw tu kasitungus. i 1503 a mihcaan katukuh 1522 a mihcaanan, uyni tuse a liwliw patizeng tu cabeng, iza 9 ku panan nu tuse atu tulu ku pucekulan. Pay-low-s misulita lalangawan ci Bo-lan-si-s-ke. S-ke-li-na i Ye-mu 1522 a mihcaan hakya, itini patizang tu Tong-Ow likisian u saayaway a kitizaan miing-swa.",
pananam,,[例] 我教孩子洗衣服。,★★★,ilrdf_xml,pananam kaku tu wawa mibaca'.,我教孩子洗衣服。
pananum,,[例] 爺爺去田裡灌溉。,★★★,ilrdf_xml,tayza ci baki pananum tu laku.,爺爺去田裡灌溉。
panay,,[例] 糯米是用來做麻糬的。,★★★,ilrdf_xml,sasakabilayen ku panay.,糯米是用來做麻糬的。
panengen,,[例] 把燈火關掉！,★★★,ilrdf_xml,panengen tu kiya tinghuy!,把燈火關掉！
pang,,,★☆☆,corpus_highfreq,"1961 a mihcaan u baliyus atu bali nu laing, u paylise anu pina a demiad madebdeb nu nanum, u luma swpat ahun nu tulu mamin maluyuh ku luma’, kyu paylise mikueanay atu kitidaan nanay nu kanatal sisa malimad tayda i enal nu payl mu pang han a kitidaan.",
pangangan,,[例] 對長輩不要指名道姓。,★★★,ilrdf_xml,amana pangangan miawaw tu ngangan nu babalaki.,對長輩不要指名道姓。
panganganen,,[例] 孩子剛出生就命名。,★★★,ilrdf_xml,lecuhsahen tu wawa panganganen tu.,孩子剛出生就命名。
pangangaw,,[例] 對朋友不要亂講話。,★★★,ilrdf_xml,caay ka pangangaw musakamu i cabay.,對朋友不要亂講話。
pangcah,,[例] 你的先生是阿美族嗎？,★★★,ilrdf_xml,u Pangcah ku acawa nu misu?,你的先生是阿美族嗎？
pangcha,,,★☆☆,corpus_highfreq,"u Paywan a niyazu' kuyni, tuud ku Paywan a tademaw itini. u zuma a tademaw sa u Pangcha(Amis) u Yuwatan(Bunun) atu Puyuma.",
pangciw,,[例] 我很喜歡棒球。,★★★,ilrdf_xml,manamuh kaku tu pangciw.,我很喜歡棒球。
pangiha,,,★☆☆,corpus_highfreq,17：36 mitelungay pangiha mucelem tu ku cilal-miteka tu ku lisin (司祭宣佈日落時刻已到-祭典程序開始),
pangiha',,[例] 在團體裡不要隨便出聲。,★★★,ilrdf_xml,milihiza tu katuuday amana sizuma sa pangiha'.,在團體裡不要隨便出聲。
pangiha'en,,[例] 唱歌要唱出聲才能讓大家聽見。,★★★,ilrdf_xml,pangiha'en ku dadiw hay katinengan nu katuuday.,唱歌要唱出聲才能讓大家聽見。
pangingih,,,★☆☆,corpus_highfreq,"Amilika Wey-se-kang-sin-ta-sia May-ti-sun-hun-siaw (University of Wisconsin-Madison) mihapiw tu baluhay a nginkiwan, u pangingih yadah ku tan-pay-ce sa, micunus tu kapahay a cilekay i labu nu tinai, maselap ku ilabu nu udip ku duka.",
pangisngisen,,[例] 我的哥哥在我的臉上畫鬍子。,★★★,ilrdf_xml,pangisngisen nu kaka mikulit ku bihid nu maku.,我的哥哥在我的臉上畫鬍子。
pangkiw,,,★☆☆,corpus_highfreq,"1394 a mihcaan, caw-siyn a kanatal u tapang sa ci li-cen-kuy malimad tayni, sumad hank u ngangan u han-yang 한양 mala han-cen 한성, namakayni sa u caw-siyn pangkiw a sibal namakayni mikuwanay atu sapilacul nu teban sa. caw-siyn nay kadipunan sumad hank u ngangan u cing-cen 경성 han.",
panubu,,[例] 我包禮金給結婚的人。,★★★,ilrdf_xml,panubu kaku tu pataluma'ay.,我包禮金給結婚的人。
panukas,,措施、政策,★★★,vocab_core,"1036 a mkihcaan, A-bow-lye panukas taluma’ i Ing-kow mizizaw tu ina, hakay pazayza Ha-low-te hungti a situngus patahkal amilais. uyni a kungku paheci ci A-bow-lyean zikuz mapatay ci Wi-say-ke-s-pow-cye Ke-te-wen tuway, nika zuma a kungku uyni a kawaw pakayzaay ci Ha-low-tean.",
panunu',,[例] Kacaw向我炫耀他的麻糬。,★★★,ilrdf_xml,panunu' ci Kacaw tu tunuz i takuwan.,Kacaw向我炫耀他的麻糬。
panunu'ay,,[例] 他是個向別人炫耀自己的人。,★★★,ilrdf_xml,panunu'ay ci niza tu uzip i tawan.,他是個向別人炫耀自己的人。
panutek,,[例] 我們決定好去北部的時間。,★★★,ilrdf_xml,panutek han nu mita ku sakataamis a demiad.,我們決定好去北部的時間。
panuteken,,[例] 要決定好去海邊捕魚的時間！,★★★,ilrdf_xml,panuteken tu ku demiad a mibuting i bayu!,要決定好去海邊捕魚的時間！
papaacakan,,[例] Benel 的廣場是曬魚場。,★★★,ilrdf_xml,papaacakan tu buting ku putah ni Benel.,Benel 的廣場是曬魚場。
papaanipan,,[例] 我要將插秧的水田打平。,★★★,ilrdf_xml,palatak kaku tu laku papaanipan.,我要將插秧的水田打平。
papah,,[例] 能使樹葉搖動的就是風。,★★★,ilrdf_xml,u bali ku pasaungayay tu papah nu kilang.,能使樹葉搖動的就是風。
papahan,,,★☆☆,corpus_highfreq,"adawas u tzyy-tsau a langawan u adawas nu langawan u mahetikay ku papahan caay kaw tabakiay ku langawan, paduh han kala abuabu sanglacan ku kulit, maikesay a langawan katinengan kuni ka pelaan nu kulit, baluhay a akaway han yadah ku sanglacay a tingting.",
papahataen,,[例] 我要在我家掛旗子。,★★★,ilrdf_xml,u papahataen nu maku ku luma' nu maku.,我要在我家掛旗子。
papalilucan1,,[例] 這個池塘是預備用來讓牛洗澡的地方。,★★★,ilrdf_xml,papalilucan tu katalalan kina taku.,這個池塘是預備用來讓牛洗澡的地方。
papalilucan2,,[例] 這條河流是教會讓信徒受洗的地方。,★★★,ilrdf_xml,papalilucan tu salikaka nu kiwkay kina alangahay.,這條河流是教會讓信徒受洗的地方。
papalumaan,,[例] 我預備要用來種地瓜的田很寬廣。,★★★,ilrdf_xml,ahebal ku papalumaan nu maku tu tubah.,我預備要用來種地瓜的田很寬廣。
papatineng,,[例] 是Lali'要敎舞蹈。,★★★,ilrdf_xml,ci Lali' ku papatineng tu palaw.,是Lali'要敎舞蹈。
papaung,,[例] papaung是最好的檳榔葉（三月份才有，與茵陳蒿同生）。,★★★,ilrdf_xml,u sakapahay a bila' nu da'dec sa u papaung.,papaung是最好的檳榔葉（三月份才有，與茵陳蒿同生）。
papawalian ,,[例] Sayun的院子是曬樹豆的廣場。,★★★,ilrdf_xml,papawalian tu daung ku putah ni Sayun.,Sayun的院子是曬樹豆的廣場。
papaysu'an,,[例] Kulas的錢包掉了。,★★★,ilrdf_xml,mahedaw ku papaysu'an ni Kulas.,Kulas的錢包掉了。
papiapaluen,,[例] 叫 Payu 去採麵包果當午餐的菜！,★★★,ilrdf_xml,papiapaluen ci Payu tu sakalahuk!,叫 Payu 去採麵包果當午餐的菜！
papibangbangen,,[例] 我叫 Taymu 把燒洗澡水的火燒得旺一點！,★★★,ilrdf_xml,papibangbangen nu maku ci Taymu tu lalilucan!,我叫 Taymu 把燒洗澡水的火燒得旺一點！
papibuhat,,[例] 我們敲門請人開門。,★★★,ilrdf_xml,kungkungen ku sasaedeb papibuhat.,我們敲門請人開門。
papibulesiw,,[例] 他叫人去砍柚子園的草。,★★★,ilrdf_xml,papibulesiw ci niza tu lutuk nu mami.,他叫人去砍柚子園的草。
papibulesiway,,[例] 是 Kaniw 叫人去砍柚子園的草。,★★★,ilrdf_xml,ci Kaniw ku papibulesiway tu lutuk nu mami.,是 Kaniw 叫人去砍柚子園的草。
papicikcik,,[例] 去請 Lala'切鳳梨！,★★★,ilrdf_xml,papicikcik ci Lala' tu padingad!,去請 Lala'切鳳梨！
papicikciken,,[例] 別叫小孩切免得傷到手。,★★★,ilrdf_xml,amana papicikciken ku wawa matala'a ku lima.,別叫小孩切免得傷到手。
papicudad,,[例] Tubah 叫 Lala 寫信。,★★★,ilrdf_xml,papicudad ci Tubah tu tigami i ci Lalaan.,Tubah 叫 Lala 寫信。
papicumudi,,[例] 請你的朋友進來。,★★★,ilrdf_xml,papicumudi tu ku cabay isu.,請你的朋友進來。
papikidis,,[例] 媽媽叫我磨刀。,★★★,ilrdf_xml,papikidis ci ina tu bakan.,媽媽叫我磨刀。
papili'en,,[例] 這個東西還要挑選過，先不要拿。,★★★,ilrdf_xml,u papili'en amana henay alaen.,這個東西還要挑選過，先不要拿。
papina,,[例] 你們學校有多少老師？,★★★,ilrdf_xml,papina ku saydang namu i picudadan?,你們學校有多少老師？
papingiwngiw,,[例] 去理容院可以請人挖耳朵（掏耳屎）。,★★★,ilrdf_xml,tayza i papuyuhan kapah papingiwngiw tu tangila.,去理容院可以請人挖耳朵（掏耳屎）。
papitu,,[例] 我家有七個人。,★★★,ilrdf_xml,papitu ku tademaw nu luma nu maku.,我家有七個人。
papiwnung,,[例] 幫牛穿上鼻環,★★★,ilrdf_xml,papiwnung tu katalalan.,幫牛穿上鼻環
papubu,,[例] 我放魚筌。,★★★,ilrdf_xml,papubu kaku.,我放魚筌。
papudacen,,[例] Panay要先削這些芋頭的皮。,★★★,ilrdf_xml,a u papudacen ni Panay kina heci nu tali.,Panay要先削這些芋頭的皮。
papukiay,,[例] 我喜歡吃龍鬚菜莖。,★★★,ilrdf_xml,manamuh kaku amukan tu papukiay.,我喜歡吃龍鬚菜莖。
pasalil,,[例] Bulaw去山上放網捕鳥。,★★★,ilrdf_xml,pasalil tu ayam ci Bulaw i buyu'.,Bulaw去山上放網捕鳥。
pasalilen,,[例] 去池塘撒網抓魚。,★★★,ilrdf_xml,pasalilen kiya buting i taku.,去池塘撒網抓魚。
pasaliput,,[例] Imi很會幫與他同階級的穿綁腿布。,★★★,ilrdf_xml,matineng ci Imi pasaliput tu selal.,Imi很會幫與他同階級的穿綁腿布。
pasaluimengen,,[例] 到達目的地要把車停妥！,★★★,ilrdf_xml,katukuh tu ku katayzaan pasaluimengen tu ku kazizeng!,到達目的地要把車停妥！
pasasing,,[例] 我要去照相。,★★★,ilrdf_xml,tayza henay kaku pasasing,我要去照相。
pasasingalen,,[例] 房子要做出窗戶免得被闖空門！,★★★,ilrdf_xml,pasasingalen ku luma' tawya caay ka cumud nu kukung!,房子要做出窗戶免得被闖空門！
pasasuwazih,,[例] 我帶 Edi'去 跟 Tuyan 相親。,★★★,ilrdf_xml,ladayen nu maku ci Edi' pasasuwazih ci Tuyan.,我帶 Edi'去 跟 Tuyan 相親。
pasata,,[例] 要去繳水費了。,★★★,ilrdf_xml,pasata hantu ku sata nu nanum.,要去繳水費了。
pasaupuen,,[例] 爸爸要我們兄弟姐妹聚在一起。,★★★,ilrdf_xml,pasaupuen ni ama kami malekaka.,爸爸要我們兄弟姐妹聚在一起。
pasay,,,★☆☆,corpus_highfreq,"# 阿塔科拉山位於國境西北部，東北-西南向，最高處為2146公尺。 # ya Atakela a buyu sa i nu etipan pasay amisan nu kanatal, kalawalian nu amis, nutip sa pakay nu tatimulan ku sasuayawan, u satalakaway sa i 2146 m. # 尼日河平原位於貝南東北 # ya Nize hananay a sauwac sa iti Benin a enal pasay nu walian inu amisan.",
pasayda,,,★☆☆,corpus_highfreq,"1694年，彼得大帝的母親娜塔莉·基里爾洛夫娜·納雷什金娜病死，他才真正掌caynem siwsip mihcaan , cina ni Pi-de-ta-di ci Na-ta-li. Ci-li-e-luo-hu-na. Na-lie-se-cin-na imelang mapatay, kya tatengaay tu nida sisikineng tina kawawan. caynem siwlim mihcaan, ci Pi-de-ta-di mangalay miyukiw tu Hei-hay a sakatahekal nu bayuan pasayda i Ke-li-mi-ya-han-kanatal milepacaw.",
pasayza,,,★☆☆,corpus_highfreq,"12 a bulad 11 a demiad, pahanhan kangn-Ing sakakaay a hitay ci Mu-te-pi saw-cyang mitulun alesen misebeng ku Ciw-lung, panukas kan g-taw a midiput. 12 a bulad 25 a demian sabaw siwa a tatukian, Syang-kang cung-tu ci Yang-mci atu mu-te-pi saw-cyang i pan-taw ciw-tyen pasayza Zipu a hitay mituw-syang,21 saculil 45 beti’ tukiw pasakamu hitay nu Zi-pun midemung tu Syang-kang, pidemungan nu Zipun tu Syang-kang malingatu, 942 a mihcaan 1 a bulad, patizeng misakaku sakaput ku Syang-kang.",
paseneng,,[例] Bineng 驕傲地展示他的衣服。,★★★,ilrdf_xml,paseneng ci Bineng tu zikuc niza.,Bineng 驕傲地展示他的衣服。
pasenengay,,[例] 朋友最討厭驕傲的人。,★★★,ilrdf_xml,pasenengay a tademaw u kabidangan nu cabay.,朋友最討厭驕傲的人。
paseng,,[例] 他將銀合歡當材燒。,★★★,ilrdf_xml,kalakasuyen niza ku paseng.,他將銀合歡當材燒。
pasepi,,[例] 上帝祝福他。,★★★,ilrdf_xml,pasepi ku i pabaway a Di'tu ci nizaan.,上帝祝福他。
pasiketen,,[例] 把那到處跑的牛綁起來。,★★★,ilrdf_xml,pasiketen kiya katalalan macala.,把那到處跑的牛綁起來。
pasikul,,[例] 我放心不下家裡的工作。,★★★,ilrdf_xml,pasikul kaku tu kawaw nu luma'.,我放心不下家裡的工作。
pasiyamen,,[例] 在那時死人要墊草蓆。,★★★,ilrdf_xml,i tawya pasiyamen ku mapatayay.,在那時死人要墊草蓆。
pasu,,,★☆☆,corpus_highfreq,"""adidi’ay mubahelay a tademaw ci Pi-te Pan"" (A-me-li-ka: Peter pan) u cacay a igaan tu 2003 a mihcaan nu Haw-lay-u u micidekay katalawan a kawaw a iga, ci P. J. How-ken ku pasubana’ay. miigiay a tademaw pasu ci Cye-luy san-te, Cye-sen-ay-say-ke, Loy-ciw Ha-u-te, atu ci Lu-te-wen Say-ni-ye a tademawan. uyni a iga u mikilulay tu J. M. Pa-li a kungkuan “Pi-te Pan” nisumadan misang, musakamuay cayay ka balakiay adii’ay mubahelal Pi-te Pan, atu adidi’ay Syen-ce Tin-tang matenes i nu sinpiay a subalan",
pasubana,,,★☆☆,corpus_highfreq,"Ay-sa-ni-ya(愛沙尼亞) u nipicudad nu heni makilim tu i 13 atu 14 a se-ci(世紀), u nipatideng sayaway a siw-taw-yun(修道院) atu nu kiwkay a cacudadan. u saayaway a cudad nu kamu Ay-sa-ni-ya(愛沙尼亞) sapasubana’ a cudad napatahkal i 1575 a mihcaan. u nu kasumamadan a dayhak(大學) sa i Ta-er-tu a dayhaku, u Ri-tiyan(瑞典)a hungti ci Ku-si-ta-hu-er-se A-taw-hu i 1632 a mihcaan a nipatiden. i 1919 a mihcaan, u Ay-sa-ni-ya(愛沙尼亞) a kamu sayaway i tayhaku pasubana tu sapicudad.[https://zh.wikipedia.org/zh-tw/%E7%88%B1%",
pasubana',,[例] Amu教製作魚筌。,★★★,ilrdf_xml,pasubana' ci Amu misanga' tu pubu.,Amu教製作魚筌。
pasubana'ay,,[例] 我的孩子從事教育方面的工作。,★★★,ilrdf_xml,pasubana'ay ku kawaw nu wawa aku i picudadan.,我的孩子從事教育方面的工作。
pasubana'en,,[例] 要教這個孩子好好讀書！,★★★,ilrdf_xml,pasubana'en kina wawa tu sakatineng tu cudad!,要教這個孩子好好讀書！
pasumad,,,★☆☆,corpus_highfreq,"1494 a mihcaan Ke-lu-pu taynitu itini, 1509 a mihcaan Spa-ya sipangangan tu Jamaica u nu zumay a midebungay, pasumad tu ngangan Sen-ti-ya-ke (Santiago).Si-pan-ya tuynian itiniay muenengy a binacadan mikawaw tu sapikawaw tu kuli. cayay tu katenes hawsa, subalay a A-la-wa-ke a tademaw zayhan namangangayaw, u libung a imelang atu masawcuay a kuli mahamintu mapatay. a micunus tu mangelu’ay a sakakawawan Si-pan-ya makay 1517 a mihcaan malingatu namakay Bei-cou pasayza i Jamaica pacakay tu kuli, u lum",
patabuen,,[例] Panay送便當給他的先生。,★★★,ilrdf_xml,patabuen ni Panay ku acawa niza.,Panay送便當給他的先生。
patadaen,,[例] 要墊麻袋免得潮濕！,★★★,ilrdf_xml,patadaen ku pawti masengeta.,要墊麻袋免得潮濕！
patahekal,,[例] 把錢拿出來買咖啡。,★★★,ilrdf_xml,patahekal tu kalisiw sapicakay tu kuhi.,把錢拿出來買咖啡。
patahekalen,,[例] 要端出來好吃的水果！,★★★,ilrdf_xml,patahekalen ku asu'ay a heci nu kilang!,要端出來好吃的水果！
patahkaen,,[例] Labin擺桌請我。,★★★,ilrdf_xml,patahkaen ni Labin kaku.,Labin擺桌請我。
patahkal,,,★☆☆,corpus_highfreq,"""i sulesuledaan nikalalikeluhan"" iti 2013 a mihcaan 11 a bulad 19 a demiadan i Amilika a kanatal ya Hawlayu’ nu kalatumukan a paigaan sayaway a nipazizaw, i 11 a bulad 22 a demiad pisakelecan a papimelaw, 11 a bulad 27 a demiadan tuwa iti satabakiay amin a gikakan patahkal papiadih. ya kacudu masanu lamadacay ku nipacepcep tu mata nu miadihay, ya nu labuay a ulic, u tatangahan, u datuk atu nipalamel tu suni, u canacanan a kaydung sa mahamina kalusimeten kapah ku piliclic nu mimelaway, u masa nu ",
patahtah,,[例] 不要酗酒免得傷身。,★★★,ilrdf_xml,amana patahtah mukan tu epah imelanga.,不要酗酒免得傷身。
patakalaw,,[例] 將生活品質提升到更好。,★★★,ilrdf_xml,sakapahen patakalaw ku nikauzip.,將生活品質提升到更好。
patakiden,,[例] 我倒酒給客人！,★★★,ilrdf_xml,patakiden nu maku ku tayniay midang!,我倒酒給客人！
patakus,,[例] 鄉公所通知兵單。,★★★,ilrdf_xml,patakus ku yakuba' tu sakalahitay.,鄉公所通知兵單。
patakusay,,[例] 是Bunuy通知鄰居的。,★★★,ilrdf_xml,ci Bunuy ku patakusay nu binawlan.,是Bunuy通知鄰居的。
pataluma',,[例] kacaw的孩子今天結婚。,★★★,ilrdf_xml,pataluma' ayza ci Kacaw tu kadabu niza.,kacaw的孩子今天結婚。
pataluma'en,,[例] 要給長輩生活費！,★★★,ilrdf_xml,pataluma'en tu ku kalisiw sakauzip nu babalaki!,要給長輩生活費！
patamuzung,,[例] 自己的事自己負責，別推卸責任。,★★★,ilrdf_xml,amana patamuzung tu kawaw nu misu.,自己的事自己負責，別推卸責任。
patanengen,,[例] 讓弟弟去試吃酒釀。,★★★,ilrdf_xml,patanengen ku saba mukan tu elaw i.,讓弟弟去試吃酒釀。
patangsul,,[例] 你一回家馬上就開口要錢。,★★★,ilrdf_xml,taluma' sahenay patangsul sa kisu miani tu kalisiw.,你一回家馬上就開口要錢。
patanuayawen,,[例] 把桌子往前移一些！,★★★,ilrdf_xml,patanuayawen ku pipazeng tu takal!,把桌子往前移一些！
patatamusan,,[例] Bineng的先生給他戴上戒指。,★★★,ilrdf_xml,patatamusan nu acawa ci Bineng.,Bineng的先生給他戴上戒指。
patatenga',,[例] 我相信祖先的遺言。,★★★,ilrdf_xml,patatenga' kaku tu nakamuan nu nababalaki.,我相信祖先的遺言。
patatenga'ay,,[例] 我太相信你說的話。,★★★,ilrdf_xml,patatenga'ay sa kaku tu kamu nu misu.,我太相信你說的話。
patatiku,,[例] 出門賺錢的人為何折返回家了？,★★★,ilrdf_xml,kiya patatiku ku mikuliay nu mita!,出門賺錢的人為何折返回家了？
patatingen,,[例] 把肉懸掛起來免得被狗吃掉。,★★★,ilrdf_xml,patatingen ku titi kanaw nu wacu.,把肉懸掛起來免得被狗吃掉。
patatuni',,[例] 你很會製造屋內雜亂。,★★★,ilrdf_xml,tadapatatuni' kisu tu luma'.,你很會製造屋內雜亂。
patatuni'an,,[例] 我的田地就在垃圾場邊。,★★★,ilrdf_xml,i capi nu patatuni'an ku umah nu maku.,我的田地就在垃圾場邊。
patawid,,[例] 不要嚇人免得把別人嚇死。,★★★,ilrdf_xml,amana patawid tu tademaw mapataya.,不要嚇人免得把別人嚇死。
patawiden,,[例] Kulas嚇Laling，Laling因而被嚇死。,★★★,ilrdf_xml,patawiden ni Kulas ci Laling mapatay.,Kulas嚇Laling，Laling因而被嚇死。
patawiwen,,[例] 要滷豬肉要加醬油！,★★★,ilrdf_xml,patawiwen ku nitengelan a basis!,要滷豬肉要加醬油！
patay,,[例] 人都會死亡。,★★★,ilrdf_xml,izau mamin ku patay nu tademaw.,人都會死亡。
patayda,,,★☆☆,corpus_highfreq,"&quot;sitanayuay hangka a nani'&quot; zuma a kamu &quot;sihangkaay a nani'&quot; (nu I-ta-li [義大利] a kamu sa, Il gatto con gli stivali han; nu Fa-ku [法國] a kamu sa: Le Maître Chat, ou Le Chat Botté), i U-ciw(歐洲) aazihen nu adiwawa a kungku (kungku nu adiwawa), ci Siya-al Pay-lu (夏爾·佩羅) hananay i 1697 a mihcaan, na u &quot;sitangahay a nani'&quot; (Le Maître chat) tudung a sulit, suluten patayda i &quot;wina nu gaciw a dadiw nu adiwawa&quot; Contes de ma mère l'Oye).",
patayhiyan,,[例] 垃圾場是最髒的地方。,★★★,ilrdf_xml,satatuniay ku patayhiyan.,垃圾場是最髒的地方。
patayni,,[例] 誰要吃你送來的香蕉？,★★★,ilrdf_xml,patayni han nu misu ku paza' cima ku mamukan.,誰要吃你送來的香蕉？
patayuen,,[例] 煮魚湯要加生薑。,★★★,ilrdf_xml,patayuen ku buting misakabi.,煮魚湯要加生薑。
patayza,,[例] 為何還送去快要壞的肉？,★★★,ilrdf_xml,kiya patayza han ku malahulay tu a titi.,為何還送去快要壞的肉？
patayzaay,,[例] 是 Lalimenah 把人帶到刺竹中間的。,★★★,ilrdf_xml,u Lalimenah ku miladayay patayzaay i teban nu bitunay tu tademaw.,是 Lalimenah 把人帶到刺竹中間的。
patayzaen,,[例] 去送菜給Taymu！,★★★,ilrdf_xml,patayzaen ku lami' ci Taymuan!,去送菜給Taymu！
