word,pos,confidence,source,example_szy,example_zh
satimulan,,★☆☆,corpus_highfreq,"( u misulitay tu sasulitan u pusung se; nu pancah; pusung; nu piwma;pusung; nu punung;pusung; nu layak a kamu;Tai-tang-chhi; nu Taywan a ngayngay sepad ku ngihah; toi dung’ sii ), u nu pusung a kenis u satabakiay a mikuwanay nu tu-se, kitidaan i pusungan a kenis nu sawalian miduduc tu bayu i payteban, i sawalian u taypinyang, satimulan micapi tu tay-ma-li kenis, nu satipan atu saamisan micapi tu piwma a kenis.",
satipan,,★☆☆,corpus_highfreq,"# satipan u diheb laed nu tusaay a buyu', pasu 2841 m u satalakaway a buyu' nu binacadan i tebal nu satip atu timul siye-he-san (謝赫山) # teban nu satip atu amis mililis tu ti-cung-hay (地中海) a enal 1831 km ku lalaya nu dadipasan u cayay ka adihay nu silutukay a sela. # sawalian u makalalumaay talakaway a lala'. # teban nu wali atu timu u bunabunakan nu si-li-ya (敘利亞)",
satu,,★☆☆,corpus_highfreq,"""namin caliw cinida tu sadaduy ititaan sapidaduy nida tu kim a kalisiwan! sakamu sa cinida hacica satu hakiya ku kilisiw nuheni?!""",
satusa,,★☆☆,corpus_highfreq,"1915 a mihcaan mala nu United Kingdom a ce-minay a kakitidaan. 1974 a mihcaan sa, namakay binacadan a kasasula’cus, masa nu Po-li-ni-si-ya a tademaw ya Ay-li-se subalay a binawlan maylunguc tu pisingkiwan a kawaw, atu ya Mi-ke-lo-ni-si-ya a tademaw sasitungusay tu Ci-el-po-te a subal (Gilbert Islands) a sikalcinas. nudikudan sa, ya Ci-el-po-te a subal kunida sa pabinawlan malakanatal, sipangangan han tu nikasumadan tu u Ci-el-pa-se; ina Ay-li-se kapulunga a subal sa iti 1975 a mihcaan kinacacay ",
sausi,,★☆☆,corpus_highfreq,"""mukan ti mulimulimacunus ku mihca"" winisa caykawni paceba nu babalaki kuyda a mikinawl a pakatawa, yumukasi sa namakaysa i cu henay aziday katukuh i han nu sayaway sa, yu mahida henay u sapatungus tu mihca u pisamulimulian ku lingatu sa, kyu pisamulimulian ku sayaway ku sausi nu mihca sa, ""u lingatu nu mihcaan"", tuyni a demiad sa kanca pakatu nababalaki ""micunus tu mihca"";nudikuda matinengay misulit a tademaw ci lu-yubyanisulitan nuda sa idaku kamu ""namukan tu hemay nu pisamulimulian sa macunus",
saw,,★☆☆,corpus_highfreq,*阿美族 Pangcah 排灣族 Paywan 布農族 Yuwatan 卑南族 Puyuma 賽夏族 Saysit 邵族 Saw 噶瑪蘭族 Kabalan 撒奇萊雅族 Sakizaya,
sawac,,★☆☆,corpus_highfreq,"Ci-lu-se tati mikuwan a demiadan kya itida i tusiw katukuh tu lucay mihcaan. sayaway nida madebungay u Mi-di wankuo, kilul sa u Liu-di-ya wankuo, kakilukilusa u Sin-pa-pi-lun wankuo. nidebungan tu Pa-pi-lun nikuda, mililid ci nida katukuh tu Cun-ya a midebung, madayum debungan, “nai’ ku miwawiesay a kanatal debungan”. ci Ci-lu-se nai’ ku lemed micumud i Ay-ci, dayhan ci nida i kunyun nu ayawan limlusep mihcaan caytu bulad mapatay i sawac nu Si-e-he milepacaw tu Ma-sa-ke-tay a nikalpacawan. wawa ",
sawali,,★☆☆,corpus_highfreq,"1519 a mihca 2 a bulad 18 a demiad, Ke-al-te-s mikilid pakala tu 500 ku tademaw nu mamilaisay,100 kutademaw nu nanumany a hitay, 16 ku subayu, mikacaway 11 ku balunga mumul tayza i Yu-cya-tun a kasasubal. 1519 a mihca 4 a bulad mikelid tu balunga atu hitay i Mu-ow-si-ke sawali a dadipasan tatukus, midebungg tu A-ce-te-ke-tikow, katinengan itawya ci Ke-al-te-s-mikilul tu hitay caay ka 1000 ku tademaw, satu caay katatukuh 5 a mihcaan masulup tu ku A-ce-te-ke-ti-kow, mutesekay tu naemekay tulu ku a",
sawalian,,★☆☆,corpus_highfreq,"# satipan u diheb laed nu tusaay a buyu', pasu 2841 m u satalakaway a buyu' nu binacadan i tebal nu satip atu timul siye-he-san (謝赫山) # teban nu satip atu amis mililis tu ti-cung-hay (地中海) a enal 1831 km ku lalaya nu dadipasan u cayay ka adihay nu silutukay a sela. # sawalian u makalalumaay talakaway a lala'. # teban nu wali atu timu u bunabunakan nu si-li-ya (敘利亞)",
sawaliyan,,★☆☆,corpus_highfreq,Dietu nu Sawaliyan a buyu,
sawsawni,,★☆☆,corpus_highfreq,"Aydaay a sakaluk nu malukay muculil idadan sa , adidiay tu u duba mahaymaw kyu u makalahay a paculilay nu kadideng sawsawni mipapapa sa apakatineng tu henian .",
say,,★☆☆,corpus_highfreq,"Niw-yi u yadaha nu talakaway a cacudadan itini , pasu cang-cun-ten pulung a cacudadan nu ke-lun-pi-ya- nu tabakiay a cacudadan atu Niw-yi a tabakiay a cacudadan ina tu say a cacudadan u nu kitakit nipasilsil malu nu ayawan nu tulu bataan a cacudadan .",
sayaway,,★☆☆,corpus_highfreq,"""i sulesuledaan nikalalikeluhan"" iti 2013 a mihcaan 11 a bulad 19 a demiadan i Amilika a kanatal ya Hawlayu’ nu kalatumukan a paigaan sayaway a nipazizaw, i 11 a bulad 22 a demiad pisakelecan a papimelaw, 11 a bulad 27 a demiadan tuwa iti satabakiay amin a gikakan patahkal papiadih. ya kacudu masanu lamadacay ku nipacepcep tu mata nu miadihay, ya nu labuay a ulic, u tatangahan, u datuk atu nipalamel tu suni, u canacanan a kaydung sa mahamina kalusimeten kapah ku piliclic nu mimelaway, u masa nu ",
saydan,,★☆☆,corpus_highfreq,"""Ay-li-se tasepian tacuwacuwa misatiwatiway i kakalayan"" (Inggu a kamu: Alice's Adventures in Wonderland), atu hinien a pangangan ""ci Ay-li-semisatiwatiway micidekay a kakitidaan"", u nu Ingguay a kanatal pasubanaay tu sasausian a saydan ci Ca-el-se Lu-te-uye-ci Taw-sen, sanu sasulitan pangangan sa ci Lu-i-se Ka-lo a nipatahkalan sakay nu adiwaway a ulic sasamanggaan. u sitatungusay tina kungkuan sa ci Ay-li-se, namakay i pawalilan a buhang sikahtik i tanu kapabaliwan tu tademaw atu nu aadupanay ",
sayiun,,★☆☆,corpus_highfreq,Tuku Sayiun (Sakizaya) 督固撒耘(撒奇萊雅族),
saysia,,★☆☆,corpus_highfreq,"Saysiat (6,630), Yami (4,612), Saw (790), Kabalan (1,470), Taluku (31,530), Sakizaya (940), Sejek (10,023), Laaluwa (401), Kanakanabu (335), zuma (11,985)",
saysiat,,★☆☆,corpus_highfreq,"pulung sausi (561,327), Pangcah (209,430), Tayan (90,059), Paywan (100,689), Yuwatan (58,390), Rukay (13,314), Puyuma (14,140), Cou (6,635), Saysiat (6,607), Yami (4,606), Saw (785), Kabalan (1,465), Taluku (31,501), Sakizaya (929), Sejek (9,992), Laaluwa (399), Kanakanabu (334), zuma (12,052",
saysiyat,,★☆☆,corpus_highfreq,"u kasabinacadan, Tayal 86%, SaySiyat 3%, zumazuma 2%.",
se,,★☆☆,corpus_highfreq,"1721 a mihecaan (Kan-si60 mihecaan). 4 a bullad mabuwah kuni Zu-i-kuiy. a kawaw, Suiy-sa-lan atu zumaay a se sa mlecad ku balucu’ amim mipaculi tu Cing-ceng-hu nipikuwan, caay tu patansu tu nipikulian, nu pinapina. tu militangah tu Hulan i zikuzan pasetezep nina kawaw, Cing-ceng-hu nanu i Cu-lul-saing mipikuwanay a ahebal ku lala’ caay kataneng ku mikuwanay, manay i 1723 a mihecaan ( Yung-zen-yin-neng) mipela’ tu i amisay nu Hu-uyi-si, Da-cya-si nu i timulay a lala’ micunus palekal tu Cang-hwa-s",
se',,★☆☆,corpus_highfreq,a kitidaan nu Masa-cuse',
seci,,★☆☆,corpus_highfreq,"1240 a mihca 12 a bulad a Pa-tu midebung mahamin tu mapeci’ kuyni a tukay, Ci-pu malawpes t uku naayaway tu pinaay a seci nu nikaala malilid ku cen-ce, Sa-hwang a aenengan zikuz namalimad tayza i Mu-si-ke makutay Low-s a tademaw. cunus zikuz icelangay a kanatal a mulekal, miliyaw ku itiniay mala kuyni tabakiay a kanatal nu lilisay a muliyaw tu kitizaan “Li-taw-wan a tabakiay a kanatal, Pow-lan Li-taw-wan malacabay, E-low-s hungti a Kanata”",
secian,,★☆☆,corpus_highfreq,"1792年，西班牙和法國人圍攻直布羅陀要塞時，就曾在木製風帆戰船上安裝裝甲，以抵禦岸炮的炮火，但是由於動力的問題，使建造裝甲艦的思想在當時難以實現，只有在蒸汽機得到應用後，才使它能夠從夢想變為現實。 縮圖|kasitabukuan nu nikalepacawan a balunga caysiw a secian itini i nikalalekalan nu hitay a balungaan idaw ku picidekan a lahecian, itini i sakay tatiyunan, udip nu balungaan, sakay lacuna mahedek tu namaka sumamad nu sakalepacaw a balungaan pasayda i aydaay a hitay nu balungaan a nikasasumadsumad. Caywalcaylu mihcaah, idaw ku nipisanga tu sayaway nu silahuday kikiayan nanay nu hitay a balungaan, ",
seediq,,★☆☆,corpus_highfreq,"kasaupuan nu Seediq atu Truku kina niyadu’, mitenun tu dikuc ku sikaseneng nu itiniay, kiyu sikaidaw nu tabakiay a ngangan i hekal u ""mitenunay a niyadu’"" han, nikaadihan sa u kulikulit nu nalimaan mahida u kuliyul nu kakulebud kacebecebetan nu kilakilangan a maauyuy, mapaadih tu kahelungan nu salungan a kasalahad.",
sejek,,★☆☆,corpus_highfreq,"Kabalan (1,470), Taluku (31,530), Sakizaya (940), Sejek (10,023), Laaluwa (401), Kanakanabu (335), zuma (11,985)",
selal,,★☆☆,corpus_highfreq,a uniyan u selal nu niyazu' haw a asawni a milepacaw haw,
sen,,★☆☆,corpus_highfreq,"1963mihcan, wolong hidasan a sadiput a kenus mapatideng, u ahebal sa tusa aemang akubu. 1975 mihcan, micaliway tu kouyen anipihang, u ahebal macunus makatukuh tu tusa abatan aemang akubu,mala nu kanatalay a hidasan a sadiput akenis. 1980mihcan,sadiput akenis micumud i liyenheko ciyaw keun cuce「tamdaw atu senuciyen」sadiput akenis asalil,atu kitakitay yesen senu cicinhuy maaedap patideng tunu congkuw sadiput tu tasiyungmaw a kakingkyuwan.1983mihcan i tuluway abulad,musimsi tu uwolong hidasan a sad",
seng,,★☆☆,corpus_highfreq,"Hu-nan-sen “ Seng a kamu Cen-yi-pen-sin-pay Cen-sa kamu /fu&lt;sup&gt;13&lt;/sup&gt; lã&lt;sup&gt;13&lt;/sup&gt; sən&lt;sup&gt;41&lt;/sup&gt;/, seng-yi-luo-saw-pen sung-fun kamu /ɣəu&lt;sup&gt;13&lt;/sup&gt; nia&lt;sup&gt;13&lt;/sup&gt; siɛn&lt;sup&gt;31&lt;/sup&gt;,&lt;sup&gt; &lt;/sup&gt; ）itida i Cung-hua-zen-min-kun-he-kuo hua-cung kitidaan a sakacacay nu sincenci, pulung nu kitidaan itida i Cen-cieng taban nu timula a kitidaan, hamin itida namin i Tun-tin-hu timula u “ Hu-nan”, mibetas tu S",
sep,,★☆☆,corpus_highfreq,"caywal walsip a mihcaan namakatuduh, caysiw sep kelay a mihcaan sa u satabakiay a baliyus,ina papiti kinatu sa malawpes kina tiniay.",
sepat,,★☆☆,corpus_highfreq,"* sakacacay a dadiw-balud, maala ku Taywan Cinciu kawlah sakapahay a dadiw-balud. zumasatu maala Taywan kya mihcan sakapahay kalulikitan dadiw mudadiw a balud, sakapahay misanga'ay atu sakapahay a sadadiw. maala aca ku Sinkapol Cinciu kawlah sakapahay baluhayay a mudadiway. * sakatusa a dadiw-balud &quot;Fantesi&quot;, maala sakapahay a dadiw-balud, sakapahay mitulik-dadiw, atu lima a kawlah nu Cinciu kawlah. * nazikuzay tulu a mihcan sa, palamadac ciniza. uyzasa saka &quot;semilaway balu a ceci",
sepatay,,★☆☆,corpus_highfreq,"1770 amihcaan idaw ku milecaday a sitangahay patucek nu puil cay palutatenga tu sasakamun tu sepatay a matatudungan sa, sakanu sa anu matenes ku nanum paakutien sa idaw ku lala nu pulapul sa.",
si,,★☆☆,corpus_highfreq,"1918年的芬蘭內戰之中，戰爭的首日1月28日赫爾辛基就落入了紅軍之手。在一輪小規模的戰鬥之後，整個芬蘭南部都受到紅軍的控制。雖然有些參議員和官員都仍躲藏在首都，但參議院仍遷到了瓦薩。當戰爭的情勢轉向對紅軍不利的時候，支持芬蘭白軍的德軍於年4月重奪了赫爾辛基。與坦佩雷不同，赫爾辛基相對受到的破壞較少。 縮圖|The Lutheran Cathedral in Helsinki, Finland kata sat uku paycun, katuuday nu huncun a hitay pataydaen namin i cuwacuwa a papululan mipulul. satabakiay a papululan, makaala tu 13,300 tademawan ku nipululan, u itidaay nu He-e-sin-ci a nuayawan nu kaygung nu Hun-lan cenpaw. amica ku nikalepacawan ilabu caay kaw hahidan kina kawaw maduka namin ku ",
sia,,★☆☆,corpus_highfreq,"Cambodia hung-ti a kanatal(柬埔寨王國)（Kaw-mian a kamu, ព្រះរាជាណាចក្រកម្ពុជា, Roma a kamu, Preăh Réachéanachâk Kâmpŭchéa, singangan tu Cambodia(柬埔寨)（Kaw-mian a kamu, កម្ពុជា，Lu-ma a kamu, Kâmpŭchéa）i tini i Tepan timul nu bayu, u kahenulan u Cin-pan, u sakaput pulung kanatal a tademaw atu kawali atu timulan Asia (東南亞) a kanatal sia siy-huy a tademaw.",
sian,,★☆☆,corpus_highfreq,"Pingtung Mutan sian Shihay chun. inuayaw sa, Shihay inayi' ku niyazu' itiza, katuhuh kalipunan, izaw ku yincumin militangah i Puyuma a zazan. matalaw ku pacakayay a tademaw. napasakamuwan nu Lipun, sisa tayza patadas (開墾) atu mueneng itiza ci Panwuncye tumuk. sisa, izawtu ku Shihay niyazu' itiza.",
siang,,★☆☆,corpus_highfreq,"2012 a mihcan, Kalingku Fuli siang Fennan chun makaala",
sibalucu',,★☆☆,corpus_highfreq,"( Kuty-liya atu ci Li-el-wan ), Yehan-ciel- pute nikulitan ( 1873 ) 「寇蒂莉亞與李爾王」，約翰·吉爾伯特繪（1873） balakibalaki tu ci Li-el-wan sibalucu' tu a pahanhan, a sipadutuc tiya tuluay a tataynaan a limecedan tu mamukeliday tu kanatal mikuwan, sikamu a sipabelien ku saahebalay nu tukus kuya sanamuhay cinidaan a tademaw. ya ci Kaw-na-liel, liken kakilukilul sa pacedang tu pisangaayan, midademec ku elmu' aku sa tu nikademecan i kitakitay nu tuudtuud.",
sibanuh,,★☆☆,corpus_highfreq,"1 a bulad hawsa, haymaw satu mutizeng, tabaki satu ku mata, tahkal tu ku sakuhikuhian a kulit nu banuh. 2 a bulad hawsa, masakuyu tu ku wayway, mutizeng, mangelu'en henay maduba', mahamin tu sibanuh ku uzip. balaki tu hawsa, singisngis tu, mazicem tu ku tangila, tanayu' tu ku padahaw, taneng tu maduba' mizakep tu kakanan.",
sidi,,★☆☆,corpus_highfreq,"Ke’-pu-e tapang a tuudan idaw ku mahka nipelu’an tu heci, nikansuan tu heci, nananuman, A-hu-han a tana’, nu sidi a tuud, sakay tumunaw a tuud, sumamaday a dawa atu dikuc. caysiwpicwal mihcaan malingatu ku A-hu-han pihaceng ku lepacaw malalid ku Ke’-pu-e tu sakaudip, katukuh tu Ka-e-ca-yi pikuwanan itida i tusepsepcay mihcaan tu nipatidengan, Ke’-pu-e a sakaudip idaw tu ku cakatan. Kapah ku sakay dadanan, idaw ku dadan nu kulukiwk mitulin tu Ke’-pu-e niyadu’ atu hamin nu kanatalan a niyadu’an. i",
sifu,,★☆☆,corpus_highfreq,"Aw-cuo (澳洲) sifu itini i icelang nu kanatal anipenecan, paceba' hantu kunipihedek tu sapikuwan tu Nuo-lu (諾魯) an, sisa itini i cacay a malebut siwa a lasubu enem a bataan idaw ku walu (1968) a mihcaan cacay a bulad talu a bataan idaw ku cacay a demiad, Nuu-lu kunhekuo (諾魯共和國) mihapu amisiteked, ci Hanmu.tayluopu (Hammer DeRoburt, 漢姆·戴羅伯) ku mala Cung-tunay (總統) ngay, tunuyda a mihcaan tu sabaw cacay a bulad mala Ta-ingkuo-sie (大英國協) micidekay a tademaw nu kanatal.",
sihu,,★☆☆,corpus_highfreq,"1341 a mica i Loma , makaala tu nipangangan nu sihu tu kahemekan cinida . u nadipan nida aebal tu ku nikaydan mala nu mikelitay i Oco , u sayadahay a misulid tu sasulitan . tahkal midan cinida sa mangalay hinasuped tu kasumaman a nasulitan namahida sinanuten nida kya nu Loma atu Sila a nasulitan patahkalen nu tademaw maylabuay ku nipiadih kasalungan . .",
siidaay,,★☆☆,corpus_highfreq,"= Tuo-ma-se.Luo-puo-te’. Ma-e-sa’-se托馬斯·羅伯特·馬爾薩斯 = 250px|thumb|Tuo-ma-se.Luo-puo-te’. Ma-e-sa’-se 托馬斯·羅伯特·馬爾薩斯 pilecuhan ni Ma-e-sa’-se siidaay nu luma’an. ci ama nida ci Dan-ni-e u ce-sye-cia, pabaliway misulit ci Ta-wi. Siw-muo atu zan-ya-ke’. Lu-suo a cabay. iluma’ tu ci Ma-e-sa’-se micudad, katukuh tu caypic walsip mihcaan maala tu nipicuda tu Cin-ciw tabakiay a cadudadan Yesu syeyun. yadah ku nananamen tu cudadan, sakay tida i nikasasetsetan, La-tin-wen atu Si-la-wen a cudadan makaala tu tu",
sikaidaw,,★☆☆,corpus_highfreq,"( Make-pay ) nu ( inggu a kamu : Macbeth ) u masaapuyuan kalabades niSase-piya iti nugikian, u sakanamuhan nu mimelaway a piigiannu kasacacayan. sanisani sa kaladihingan ku pigiki ilabu malabades aca, u sakatawidan ku nikasaditan i piigikian, lalekalan nina giki a kitidaan sa i Su-kelan, sipakay nu gikiay a nipadadan, miawas tu balucu'ay matatebing atu sakay nu cen-ceay madademec, mitapal tu pilungucan tu sikaidaw nu tatungusan miales tu masametekay kacikiyan sadikuday a sakatademaw.",
sikawaw,,★☆☆,corpus_highfreq,"1941 a mihcaan 12 abulad 10 a demiad, alaw sikawaw tu cencu a minatu a kawaw nadikudan sa, u kuwantaw taydaan nu dipun amielul mialaw, sumad han ku ngangan “u u miyazima” “おおみやじま”u kitidaan u yaciyana han sumad hank u ngangan u min-se”.",
siki,,★☆☆,corpus_highfreq,"14 a siki mihiya aca i 1253-1381amihcaan i Wiy-ni-se- ze-na-ya ani kalepacaw , mademec ku paculiay nuheni u ze-na-ya pulung a kanatal , tatenga maputun ku sapilacul tunu waliay a sapitumaliw .14世紀它又在1253-1381年的威尼斯-熱那亞戰爭中，擊敗死敵熱那亞共和國，徹底壟斷最高利潤的東方貿易。",
sikulitay,,★☆☆,corpus_highfreq,"101 damsayay a wacu’ (A-me-li-ke a kamu: One Hundred and One Dalmatians) u cacay a iga ni Huwa-te-ti-se-ni nisanga’an, i 1961 a mihcaan nipaigaan manga a iga. i paigaan a demiad i 1961 a mihcaan 1 a bulad 25 a demiad (Sya-kang itini 1962 a mihcaan 5 a bulad 2 a demiad paiga), sakay 17 a igaan ni Huwa-te-ti-s-ni u micidekay ku kapah tanayu’ay maga a iga. nilacul a kungku u makay ci Tow-ti Se-mi-se (Dodie Smith) a nisulitan “tu saka 101 a sikulitay a wacu’” nisumadan, namahiza u sabalucu’an ni ama",
sila,,★☆☆,corpus_highfreq,"1341 a mica i Loma , makaala tu nipangangan nu sihu tu kahemekan cinida . u nadipan nida aebal tu ku nikaydan mala nu mikelitay i Oco , u sayadahay a misulid tu sasulitan . tahkal midan cinida sa mangalay hinasuped tu kasumaman a nasulitan namahida sinanuten nida kya nu Loma atu Sila a nasulitan patahkalen nu tademaw maylabuay ku nipiadih kasalungan . .",
silecaday,,★☆☆,corpus_highfreq,"u niyazu' sa, u luyaluy nu tademaw, pulung muengeneng, u kabana' kami, hina u lalumaay amin i niyazu', caay kayadah ku ihekalay a tademaw. silecaday a lalangawan, lisin, kamu, atu kabanaan. si kalilidan (Tumuk) saca babalaki mililid tu niyazu'. i Taywan Yincumin, izaw ku 16 cidekay puluung sa 748 a niyazu', maka 55 a mang a tademaw. satabakiaya a cidekay ku Pangcah (Amis), saadidi'ay a cidekay ku Laaluwa. u tabakiaya a niyazu' sa, ku Tapalong, u niyazu' nu Pangcah (Amis).",
sin,,★☆☆,corpus_highfreq,"(Amilika)Along With the Gods: The Two Worlds (Hangul: 신과함께-죄와 벌; RR: Sin gwa Hamkke - Joe wa Beol; lit. &quot;God with Together - Sin and Punishment&quot;) is a 2017 South Korean fantasy drama film directed by Kim Yong-hwa and based on a webcomic by Joo Ho-min. The film will be released in two parts, and stars Ha Jung-woo, Cha Tae-hyun, Ju Ji-hoon and Kim Hyang-gi. The first part of the film was released on December 20, 2017.",
sing,,★☆☆,corpus_highfreq,"Ayinsedan u labunuluma’ nuheni cay piduduc tu tiniay a sinziya u acekennace yutay a tademaw. Ayinsedan minanam musakamu mahaymaw, sisa mabiyalaw kuyna tu wama, namikilim tui sing a papiadih, tusaay kumihca nida kya matineng musakamu, mahicay kiya misiteked ku wayway nida, anu maydih cunida musakamu sa, misaadidi musakamu tu udip minanam alaw manana cinida muhini misaadidi tu ngiha musakamu, katukuh sa kanamuhan nida, kya tanutuwa sa musakamu.",
singku,,★☆☆,corpus_highfreq,"1362 a mihcaan anucaay 1363 a mihcaan Li-tawan nu situngusay ci Al-ci-al-ta-si sumilaway a kangangayawan mademec Cin-cang-han-kow zikuz, palahad tu lala’katukuh I Ci-pu-Po-tow-li-ya atu-U-ke-lan a ulaulangan, namahiza uyaan Ci-pu-low-s nu macakatay-Tong-cen-cyaw, S-la-bu kiwkay a kamu atu ulic nu laylay pacubuden tu i Wi-al-niw-s, tiniay pakutayen tu Ci-pu, i Pow-lan mapulung tu Pow-lan ayaw malilid ku tinsikiw, hiza satu mala anu S-la-bu Tung-cen a singku macakatay a angangan.",
sining,,★☆☆,corpus_highfreq,"Ahun-mu-zen atu katuuday nu Tun-tay-yi binacada malecad ku lisin tu Taycu a lisinan, misalisin kunuhin tu balau’t. mahida “misangaaya tu balau’t” Ahun-mu-zen sakamusa u “ pieku’li-pi’ya” Bhekuli Beaya” tawya a demiad macilal nai’ ku udad, sikawaw ku tademaw palacawa tu balau’t. tacuwacuwa ku sining mitepa’ tu balau’t, makatepa’ satu ku binawlan tu balau’t taydan nuheni i abebalay nu kitidaan, mituktuk mipiyu mudadiw, misalisin miwiwi tu di’tu pabelien kami tu kapahay a latem sa.",
sipakay,,★☆☆,corpus_highfreq,"""Ay-li-se tasepian tacuwacuwa misatiwatiway i kakalayan"" iti 1865 a mihcaan mapatahkal padih tu binawlan. ina kungku sa sipakay i 1862 a mihcaan 7 a bulad 4 a demiadan, miulicay atu ci Lu-pin-sun Ta-ke-hwa-se (Reverend Robinson Duckworth) atu tatuluay a tatayna iti Tay-u-se a sauwac maladay miidang. tuluway a tatayna sa idaw kya ci Ay-li-se.lite-el hananay: u wama nida sa tulcek sa u sasaydan nu ya Niw-cin tabakiay a cacudadanay atu ya nu Uy-se-mi-se-te a cacudadan (Westminster School), ci Hen-l",
sipakayda,,★☆☆,corpus_highfreq,"2. ci: pacunaay taneng mikuwan tu kadideng, nika a sumadeng patayda i zidu, kya adidi ku kawaw, patinaku nu zidu a sin-hun-din-su “ACC” mapulung tu zidu atu kadideng nu dadan tu sapiliya a pakatineng, ya zidu kalamkam satu pabuliki “AEB” sipakayda tu menu’ a nipituudan atu sakala caay nu babateluan a gigicuan nu tatungusan.",
sipangangan,,★☆☆,corpus_highfreq,"1494 a mihcaan Ke-lu-pu taynitu itini, 1509 a mihcaan Spa-ya sipangangan tu Jamaica u nu zumay a midebungay, pasumad tu ngangan Sen-ti-ya-ke (Santiago).Si-pan-ya tuynian itiniay muenengy a binacadan mikawaw tu sapikawaw tu kuli. cayay tu katenes hawsa, subalay a A-la-wa-ke a tademaw zayhan namangangayaw, u libung a imelang atu masawcuay a kuli mahamintu mapatay. a micunus tu mangelu’ay a sakakawawan Si-pan-ya makay 1517 a mihcaan malingatu namakay Bei-cou pasayza i Jamaica pacakay tu kuli, u lum",
sipanya,,★☆☆,corpus_highfreq,"1519 a mihcaan sipanya nunisawacuan a binacadan i kupa nu amisan i dadipasan hawanawan nu tipan a pangkiway a subalpatideng tu tukay, kitidaan nu kanatal a pikulian nu sakakaay sikuwang ku putah pulung nu luma nu tapatapang.",
situlu,,★☆☆,corpus_highfreq,"papah nu sukuy izaw ku masakimuluay caay sa u ahebalay masatiekuk a papah, hina situlu kya kapapela’ nu papah, u belih nu papah yadah ku nilangawen mucelak tu adidiay masacucu’ay a pucu’, i lalud sibalu tu takuliyaway a balu, cacay adada ku nilangawen tu balu nu sukuy, tama tu tayna caay ka lecad ku akaway, balu nu kakapetan i pabaw idaw ku matabuay nu papah, ya tanayu’ masakimulu a heci, u hekal nu heci yadah ku nilangawam dawmi’ay a cekay, anu mabunal maduhem tu sa kalasumanahay ku kulit.",
situngusay,,★☆☆,corpus_highfreq,"&quot;mukilimay tu liyung a padungiay ci Laya&quot; (kamu nu Inggu: Raya and Last Dragon, nu Sing-ka-pe-lu a pibelihan sa 《尋龍奇緣》[ya mikilimay tu layung kalalitemuhan], nu Hulam ya Ta-lu hananay pibelihan sa 《尋龍傳說》[mikilimay tiya layung a nakamuan sa], nu Siyang-kang a pibelihan sa 《魔龍王國》[nu di'tuay a liyung masahungtiay]), u masa nu aydaay 2021 mihcaan i Amilikaay manggay patalaway nipakucungan a kacudu, mamisaigaay a situngusay sa ya Hwa-te Ti-se-ni manggaay a nalimaan, u sakay nu Ti-se-niay ka",
siw,,★☆☆,corpus_highfreq,"Ruisui/Kuhkuh(瑞穗鄉) malumanay a ngangan “Suy-wey”, Taywan a Ngayngay a kamu hay-lu a ngiha nu shuiˊmuiˋ, u imi u Siu-ku-luan xī a ikul, zikuzan u Lipun a tademawan zayhan a u 水尾 nu ngiha nu Lipun mazapi ku “Mizuo”, pasumat han u Ruisui/Kuhkuh(瑞穗鄉) “Mizuho”. hamin ku hekal izaw ku 135 pin-bang-kung-li, izaw ku utademaw pakala tu cacay mang cacay lasubu kuliwan a tademaw, malikid(激流) ku nanum nu Siw -ku luan a sauwac a balungaay ku katinengan.",
siwaay,,★☆☆,corpus_highfreq,"1839 a mihcaan ingli mialaw tu ya-ting a minatu, tuyda amihcaan siwaay a bulad i timul nu eymen palekal tu yating mihinangay.",
siwawa,,★☆☆,corpus_highfreq,"Columbia(哥倫比亞) i tiniay a binacadan In-ti-an-zen(印第安人), Si-pang-ya(西班牙) u micunutay a tademaw atu By-cuw nu kuli matenes ku ni kalalamel nueneng malaacawa pinaay tu lasubu a mihcaan hausa siwawa tu malalamelay tu ku izang nu In-o-hun-huy-zen-cun(印歐混血人群) tademaw mala tu（58%）salengacay a tademaw pakala tu（20%）lumeni'ay salengacay malalemay a wawa （14%）lumeniay a tademaw（4%） atu In-ti-an u lumeni'ay a tademaw malalemelay a wawa（3%）ayzasatu uyza dada’ pakala tu 1% ku tademaw u mapalucekay u tatenga'",
siwkay,,★☆☆,corpus_highfreq,"isasaay a ulic ku siwkay nu ""katalalan"".",
siy,,★☆☆,corpus_highfreq,"ina bayu tuytiniay yadah ku buting , pasu siy a buting, huhuy a buting hipu aa buting,atu ti-abuting, kamu nu sitangahay sa ina dawhang nikasaungay nu demiad ku misumaday sa, kyu u likid nu bayu nu nu-wiy a dawhang tudedemiad kinsaan tu miadih ku wayway anu mahicahica tu .",
siya,,★☆☆,corpus_highfreq,"Cinsetantintatin nilecuhan nay lima a kanatal, sang may siya sin a naysuse “aydaay a saylwiya nu walian a nice” i 274 a mihcaan 2 abulad 27 a demiad lecuhan “ akay i 272 a mihcaan”.",
